
[+] General Parameters:
LETOR 4.0 dataset: No
Training data:	../data/all/train1.mslr
Ranking method:	RankBoost
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No
Model file: ../result/1/rankboost.model

[+] RankBoost's Parameters:
No. of rounds: 300
No. of threshold candidates: 10

Reading feature file [../data/all/train1.mslr]: 0... Reading feature file [../data/all/train1.mslr]: 0... Reading feature file [../data/all/train1.mslr]... [Done.]            
(1 ranked lists, 15710 entries read)
Initializing... [Done]
------------------------------------------
Training starts...
--------------------------------------------------------------------
#iter   | Sel. F.  | Threshold | Error     | ERR@10-T  | ERR@10-V  | 
--------------------------------------------------------------------
276     | 6        | 0.3277    | 0.0088    | NaN       | 
277     | 9        | 0.4519    | 0.0088    | NaN       | 
278     | 18       | 0.085     | 0.0091    | NaN       | 
279     | 55       | 0.4       | 0.0086    | NaN       | 
280     | 35       | 0.1217    | 0.0086    | NaN       | 
281     | 1        | 63.1858   | 0.0086    | NaN       | 
282     | 1        | 248.6332  | 0.0085    | NaN       | 
283     | 1        | 63.1858   | 0.0084    | NaN       | 
284     | 24       | 0.2       | 0.0083    | NaN       | 
285     | 62       | 0.45      | 0.0083    | NaN       | 
286     | 32       | 0.3221    | 0.0083    | NaN       | 
287     | 51       | 0.2667    | 0.0083    | NaN       | 
288     | 60       | 0.3857    | 0.0082    | NaN       | 
289     | 1        | 248.6332  | 0.0082    | NaN       | 
290     | 1        | 63.1858   | 0.0082    | NaN       | 
291     | 48       | 0.125     | 0.0081    | NaN       | 
292     | 53       | 0.4714    | 0.0083    | NaN       | 
293     | 29       | 0.5981    | 0.0082    | NaN       | 
294     | 42       | 0.0908    | 0.0084    | NaN       | 
295     | 38       | 0.4833    | 0.0081    | NaN       | 
296     | 63       | 0.12      | 0.0081    | NaN       | 
297     | 40       | 0.1077    | 0.0081    | NaN       | 
298     | 1        | 63.1858   | 0.008     | NaN       | 
299     | 24       | 0.2       | 0.0079    | NaN       | 
300     | 11       | 0.8157    | 0.0079    | NaN       | 
--------------------------------------------------------------------
Finished sucessfully.
ERR@10 on training data: NaN
---------------------------------

Model saved to: ../result/1/rankboost.model
