kde,prefix,LogLikelihood,Bandwidth,trained.on,evaluated.on,query.size,query.id,result.file
kendall,prefix,kendalls.tau,split,query.size,query.id,result.file
ndcg,prefix,ndcg.at,split,fraction.at,at,query.size,query.id,result.file
map,prefix,map.relevant,split,fraction.relevant,relevant,query.size,query.id,result.file
precision,prefix,precision.at.relevant,split,fractions.relevant,fractions.at,relevant,at,query.size,query.id,result.file
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.031909206618582944,test,0.01,0.3,157,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.024717581543357174,test,0.01,0.4,157,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.019984725050916464,test,0.01,0.5,157,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.42342736683762416,test,0.05,785,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.45399491094147604,test,0.05,0.05,785,785,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.3432188295165396,test,0.05,0.1,785,1571,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.27876537971998316,test,0.05,0.15,785,2356,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.2270569519567293,test,0.05,0.2,785,3142,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.19051171079429743,test,0.05,0.25,785,3927,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.16138311412812875,test,0.05,0.3,785,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.12410501193317444,test,0.05,0.4,785,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.09992362525458262,test,0.05,0.5,785,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.599346269405699,test,0.1,1571,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5773409669211194,test,0.1,0.1,1571,1571,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5033644463300806,test,0.1,0.15,1571,2356,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.4297677378300986,test,0.1,0.2,1571,3142,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.36608706720977596,test,0.1,0.25,1571,3927,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.3163491726771321,test,0.1,0.3,1571,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.24748130469371518,test,0.1,0.4,1571,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.19938009164969445,test,0.1,0.5,1571,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.711674470148724,test,0.15,2356,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.6695120916419177,test,0.15,0.15,2356,2356,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5905249761374481,test,0.15,0.2,2356,3142,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5175356415478615,test,0.15,0.25,2356,3927,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.45824140857021634,test,0.15,0.3,2356,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.36659029435163076,test,0.15,0.4,2356,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.29868762729124265,test,0.15,0.5,2356,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.7890917209242133,test,0.2,3142,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.7193763919821818,test,0.2,0.2,3142,3142,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.6499490835030542,test,0.2,0.25,3142,3927,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5880356385235482,test,0.2,0.3,3142,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.4803500397772478,test,0.2,0.4,3142,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.39625763747454124,test,0.2,0.5,3142,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.834368125345648,test,0.25,3927,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.7552062118126271,test,0.25,0.25,3927,3927,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.695120916419177,test,0.25,0.3,3927,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5858886237072392,test,0.25,0.4,3927,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.4909024949083505,test,0.25,0.5,3927,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.8681738374828266,test,0.3,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.7831586762834113,test,0.3,0.3,4713,4713,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.6806332537788387,test,0.3,0.4,4713,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.5803729633401222,test,0.3,0.5,4713,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.9100673704011608,test,0.4,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.8261463802704856,test,0.4,0.4,6284,6284,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.7382853869653764,test,0.4,0.5,6284,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
map,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.9395781400791438,test,0.5,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
precision,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,0.8594844704684317,test,0.5,0.5,7855,7855,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
kde,ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10,-0.08426622257230178,0.1,test,eval,15710,1,/home/nguyenh/rt-ranking/result/3/ranknet-s1-dtrain3.jara-ranknet-m10-p1.0-e1.0-ep100-imp30-it10-7818103617540303571.csv
